unit;rzb_cdr_counterparty_code;entity_type;entity_type_desc;rzb_cdr_counterparty_name;rzb_cdr_internal_rating;rzb_cdr_ead_pre_ccf;rzb_cdr_ead_pre_ccf;cc;cc1;dqi_check
RBAL;190152;6;Small Medium Business (SMB);FATMIR IBRAHIMI PF;SME_10;21.01024248;21.01024248;;;OK
AVAL;216727;6;Small Medium Business (SMB);PP MIRAZH;SME_10;474.6928446;474.6928446;216727;216727;OK
RBBY;909051;6;Small Medium Business (SMB);OOO 'GOLDENLAJF';SME_10;118901.7695;118901.7695;909051;909051;OK
RPL;707466;3;Corporates;Schwarzm¿ller J¿rm¿gy¿rt¿ ¿s Keresk-edelmi Kft.;CORP_10;1032587.083;1032587.083;707466;707466;OK
RBRS;136873;3;Corporates;AMIGA DOO KRALJEVO;CORP_10;67753.04342;67753.04342;136873;;OK
RBHU;229291;3;Corporates;HORTUS NATURAE NAGYERDÕ Utazásszerv-ezõ, Üzemeltetõ és Szolgáltató Korl;CORP_10;5.707322027;5.707322027;229291;229291;OK
AVAL;2063320;3;Corporates;"TOV ""Impuls-Kompani""";CORP_10;73127.91991;73127.91991;2063320;2063320;OK
TLSK;1310943;6;Small Medium Business (SMB);NAGY TRANS s.r.o.;SME_10;417978.03;417978.03;1310943;1310943;OK
RLBH;517336;3;Corporates;GLOBTOUR DRUSTVO ZA TURIZAM DOO MED;CORP_10;454158.84;454158.84;517336;517336;OK
RBRO;786302;6;Small Medium Business (SMB);ASCEND NETSOLUTIONS SRL;SME_10;334.3368018;334.3368018;786302;786302;OK
RBHU;751854;3;Corporates;Jetalliance Consulting Kft.;CORP_10;90.24;90.24;751854;751854;OK
TBSK;100661;3;Corporates;BIO-plus, s.r.o., Spisska Nova Ves;CORP_10;230000;230000;100661;100661;OK
TLSK;1201298;4;Government-Owned Commercial Undertaking;Obecny podnik sluzieb DK;CORP_10;26123.42;26123.42;1201298;1201298;OK
RBRO;785559;6;Small Medium Business (SMB);L&M SRLSH DISTRIBUTION SRL;SME_10;238282.5801;238282.5801;785559;785559;OK
RBBY;452094;6;Small Medium Business (SMB);BOBRUISKAIA OPTOVAIA BAZA OOO;SME_10;571160.7108;571160.7108;452094;452094;OK
RBHU;86072;6;Small Medium Business (SMB);MALIBU REKLÁMSZERVEZÖ KFT-F.A.;SME_10;32607.11676;32607.11676;86072;86072;OK
RBRO;1917814;6;Small Medium Business (SMB);FINECO ADMAT SRL;SME_10;7.780583899;7.780583899;1917814;1917814;OK
RBRU;479575;3;Corporates;ENERGOPROMSTROY OOO;CORP_10;449935.9513;449935.9513;479575;;OK
RBHU;153707;3;Corporates;Gropius Építõipari és Kereskedelmi-Zrt. - F.A.;CORP_10;10086.47441;10086.47441;153707;;OK
RBHR;685987;6;Small Medium Business (SMB);KULINA POMAGALA D.O.O.;SME_10;216252.1481;216252.1481;685987;685987;OK
AVAL;216742;6;Small Medium Business (SMB);SFH Tora;SME_10;3.799645706;3.799645706;;;OK
RBRO;325902;3;Corporates;Lavinamix Constructs SRL;CORP_10;2.037140968;2.037140968;325902;325902;OK
AVAL;320159;6;Small Medium Business (SMB);KALINOVSKII N.K.;SME_10;217.3846626;217.3846626;320159;;OK
RBHU;1331246;6;Small Medium Business (SMB);Zöldség Trade Korlátolt Felelõsségû- Társaság;SME_10;49.3350712;49.3350712;1331246;1331246;OK
RSTS;935608;34;Other Administrative Body or Non-Commercial Undertaking;SV Baranovova 1667/17;CORP_10;54128.45044;54128.45044;935608;935608;OK
RBRO;465309;3;Corporates;REGIONAL AIR SERVICES SRL;CORP_10;235818.0221;235818.0221;465309;465309;OK
RLRO;465309;3;Corporates;REGIONAL AIR SERVICES SRL;CORP_10;8268.0292;8268.0292;465309;465309;OK
RBRO;319225;3;Corporates;URBAS Maschinenfabrik Gesellschaft m.b.H.;CORP_10;311487.56;311487.56;319225;319225;OK
RBRU;1614354;3;Corporates;BK GROUP LLC;CORP_10;557920.0474;557920.0474;1614354;1614354;OK
RBBH;876635;6;Small Medium Business (SMB);BATTERY BH DOO SARAJEVO;SME_10;24320.74874;24320.74874;876635;876635;OK
RLCZ;600156;3;Corporates;CZECHOSLOVAK SPIRIT S R O;CORP_10;33691.86434;33691.86434;600156;600156;OK
AVAL;32213;11;Banks;KYIVSKA RUS JSB;FIN_10;1689.815408;1689.815408;32213;32213;OK
TLSK;467049;3;Corporates;KAISAR, s.r.o.;CORP_10;6918.09;6918.09;467049;467049;OK
ALEASS;1216725;6;Small Medium Business (SMB);NESSA S.R.L.;SME_10;330096.89;330096.89;1216725;1216725;OK
RBHU;2098304;6;Small Medium Business (SMB);HDGKT Project Korlátolt Felelõsségû- Társaság;SME_10;26.33968617;26.33968617;2098304;2098304;OK
RBCZ;1219051;6;Small Medium Business (SMB);ENUS MEDICAL S R O;SME_10;70759.25821;70759.25821;1219051;1219051;OK
RBCZ;847033;6;Small Medium Business (SMB);BEDOX FIN S R O;SME_10;322263.1807;322263.1807;847033;847033;OK
RBI;753899;3;Corporates;Lochan International Ltd;CORP_10;36463.19145;36463.19145;753899;;OK
RLRS;119235;3;Corporates;TP MLADOST TURIST DOO;CORP_10;4735.16;4735.16;119235;119235;OK
RBBY;579085;6;Small Medium Business (SMB);""" mobikar"" obshestvo s ogranichenno-i otvetstvennostyu";SME_10;196253.9733;196253.9733;579085;579085;OK
RBAL;755311;3;Corporates;VORA-L-LTD SH.A;CORP_10;1043.613617;1043.613617;755311;755311;OK
RBRO;883422;6;Small Medium Business (SMB);AGROFARMACIA SRL;SME_10;29279.99394;29279.99394;883422;883422;OK
RBRS;715808;6;Small Medium Business (SMB);FAAS D O O BEOGRAD;SME_10;217244.6872;217244.6872;715808;715808;OK
RBRO;408963;6;Small Medium Business (SMB);MYCEDIUS SHIPPING SRL;SME_10;212.0133347;212.0133347;408963;408963;OK
RBHU;742311;3;Corporates;"Navayo Research Kft. ""CSA""";CORP_10;2.111314457;2.111314457;742311;742311;OK
RBRO;645259;6;Small Medium Business (SMB);VEGA TRADE INDUSTRIES;SME_10;122.2624912;122.2624912;645259;645259;OK
AVAL;1635506;3;Corporates;"TOV ""Heneratsiia Pluis""";CORP_10;767749.3156;767749.3156;1635506;1635506;OK
RBRU;737621;6;Small Medium Business (SMB);SERVISNYI TSENTR OOO;SME_10;7900.568318;7900.568318;737621;737621;OK
RBRS;676544;6;Small Medium Business (SMB);PREDUZECE ZA PROIZVODNJU  PROMET I;SME_10;416600.9023;416600.9023;676544;676544;OK
TBSK;303153;6;Small Medium Business (SMB);Transportliska, s.r.o.;SME_10;26162.502;26162.502;303153;303153;OK
RLRO;196601;3;Corporates;MONTANA MG SRL;CORP_10;658456.8177;658456.8177;196601;196601;OK
RBRO;510526;3;Corporates;CRINSUIN SA;CORP_10;319842.073;319842.073;510526;510526;OK
TBSK;144750;6;Small Medium Business (SMB);Pasienkova spolocnost Borov, s.r.o.;SME_10;200000;200000;144750;144750;OK
RBHR;1215139;6;Small Medium Business (SMB);SAMCOVIC D.O.O.;SME_10;197957.5127;197957.5127;1215139;1215139;OK
RBI;70977;26;Finance Companies - supervised;HETA ASSET RESOLUTION AG i.A.;FIN_10;125;125;70977;;OK
RBHR;213365;6;Small Medium Business (SMB);PNEUSTRADE-SLAVONIJA D. O. O.;SME_10;2904.45285;2904.45285;213365;213365;OK
RBRO;106563;6;Small Medium Business (SMB);ECOLEMN SRL;SME_10;27074.69644;27074.69644;106563;106563;OK
CASRS;539562;3;Corporates;TEPKOS DOO CONOPLJA   U STECAJU;CORP_10;12060.19;12060.19;539562;539562;OK
CASRS;946044;3;Corporates;STIM GRADNJA DOO BEOGRAD;CORP_10;17199.86897;17199.86897;946044;946044;OK
RBRU;663732;3;Corporates;PREMIUM ENGINEERING LLC;CORP_10;0.00012084;0.00012084;663732;663732;OK
RBRO;1326468;6;Small Medium Business (SMB);LIV'S FOOD SRL;SME_10;185093.1206;185093.1206;1326468;1326468;OK
RBHR;1030835;6;Small Medium Business (SMB);DEKRAL TRGOVINA D.O.O.;SME_10;41506.9264;41506.9264;1030835;1030835;OK
RLRS;2113025;3;Corporates;BB MEAT DOO BACINCI;CORP_10;34077.84;34077.84;2113025;2113025;OK
RBRO;1508260;6;Small Medium Business (SMB);PLANITRIGHT CONSULT SRL;SME_10;569.5035972;569.5035972;1508260;1508260;OK
RBBY;1840874;6;Small Medium Business (SMB);INSTRUMENTKONTRAKTPLYUS OOO;SME_10;48704.96553;48704.96553;1840874;1840874;OK
RBBY;1235933;6;Small Medium Business (SMB);Belnemfa;SME_10;206211.3906;206211.3906;1235933;1235933;OK
RBHR;534770;3;Corporates;ADLER EXPORT-IMPORT, D.O.O.;CORP_10;115467.9394;115467.9394;534770;534770;OK
RBI;734327;18;Specialised Lending Project (excl. Commodity);Erste Wiener Hotel-- Aktiengesellschaft;SLOT_RE_6.5;45573381.42;45573381.42;734327;734327;OK
TBSK;2078703;6;Small Medium Business (SMB);Motorest Ladomer s.r.o.;SME_10;54.1;54.1;2078703;2078703;OK
RBRO;183253;3;Corporates;FOREST PRODUCT PITESTI;CORP_10;443.0701859;443.0701859;183253;;OK
RBBY;765380;6;Small Medium Business (SMB);"""Sovershennye sistemy"" OOO";SME_10;155657.077;155657.077;765380;765380;OK
RFACTOR;1899743;6;Small Medium Business (SMB);ONEWORLD Enterprise GmbH;SME_10;100000;100000;1899743;1899743;OK
RBAL;887523;34;Other Administrative Body or Non-Commercial Undertaking;KLUBI FUTBOLLIT SKENDERBEU;CORP_10;553.43;553.43;887523;887523;OK
RBAL;232938;3;Corporates;L.N.K SHPK;CORP_10;1982.198365;1982.198365;232938;232938;OK
AVAL;691496;6;Small Medium Business (SMB);"FG ""DANIIL TA SD""";SME_10;254151.2863;254151.2863;691496;691496;OK
ALEASS;702169;6;Small Medium Business (SMB);CASA DEL TELO S.R.L.;SME_10;105951.14;105951.14;702169;702169;OK
TBSK;120265;6;Small Medium Business (SMB);AGROMECH, s.r.o.;SME_10;198286;198286;120265;120265;OK
RLRO;510526;3;Corporates;CRINSUIN SA;CORP_10;2976.36327;2976.36327;510526;510526;OK
RBRU;1059459;6;Small Medium Business (SMB);PATRYSHEVA EKATERINA ARKADEVNA (IP);SME_10;185780.0438;185780.0438;1059459;1059459;OK
RBHU;1055117;3;Corporates;"TransCTRL Kft. ""felszámolás alatt""";CORP_10;165.3794247;165.3794247;1055117;1055117;OK
RBI;392957;3;Corporates;Organic Systems FE;CORP_10;3841686.69;3841686.69;392957;392957;OK
AVAL;514618;3;Corporates;TOV 'Avtopremium';CORP_10;6.931786086;6.931786086;;;OK
TBSK;163311;6;Small Medium Business (SMB);Re-Da SK, s.r.o.;SME_10;83444.51;83444.51;163311;163311;OK
RBBH;127989;3;Corporates;NISKOGRADNJA DOO;CORP_10;8.078411723;8.078411723;;;OK
TBSK;1349290;6;Small Medium Business (SMB);RADA Montage s.r.o.;SME_10;904982.04;904982.04;1349290;1349290;OK
RBHU;110718;3;Corporates;"Escort Védelmi Szolgálat Kft.""f.a.""";CORP_10;338.6494738;338.6494738;110718;110718;OK
TLSK;1791743;3;Corporates;Dedoles, s.r.o. v restrukt.;CORP_10;770016.56;770016.56;1791743;1791743;OK
AVAL;1007404;6;Small Medium Business (SMB);FOP Lisanov Viktor Ivanovich;SME_10;54514.88662;54514.88662;1007404;1007404;OK
AVAL;1636848;6;Small Medium Business (SMB);"TOV ""Advanstekh LTD""";SME_10;9.562527272;9.562527272;;;OK
RBBH;1043822;6;Small Medium Business (SMB);ZUPCANIK DOO TESANJ;SME_10;156728.4324;156728.4324;1043822;1043822;OK
RBHR;134595;6;Small Medium Business (SMB);AUTO CENTAR VASILJ D.O.O.;SME_10;71578.2242;71578.2242;134595;;OK
RBRO;107100;6;Small Medium Business (SMB);STICLA TURDA;SME_10;523.8408634;523.8408634;107100;107100;OK
AVAL;388954;6;Small Medium Business (SMB);"TOV ""AGROFIRMA ""AVANGARD""";SME_10;5439.297576;5439.297576;388954;388954;OK
RBRO;768716;6;Small Medium Business (SMB);CBB GUARD SRL;SME_10;228.5200526;228.5200526;768716;768716;OK
RBKO;947669;6;Small Medium Business (SMB);"""SELMANS NETWORK""SH.P.K";SME_10;175783.27;175783.27;947669;947669;OK
RBRO;534428;6;Small Medium Business (SMB);MAGNUM METAL;SME_10;1060.240429;1060.240429;534428;534428;OK
RBRO;1354957;6;Small Medium Business (SMB);GRUPO LOGISTIC ALISIA SRL;SME_10;76.60428428;76.60428428;;;OK
RBHU;720118;6;Small Medium Business (SMB);TÓTH-K&F TRANS Fuvarozó és Keresked-elmi Kft.;SME_10;23714.59208;23714.59208;720118;720118;OK
RBRO;1328920;6;Small Medium Business (SMB);MARE MIC RO INSTALATII SRL;SME_10;254.4600465;254.4600465;1328920;1328920;OK
RLHR;1435636;3;Corporates;HAVAS - ZEMALJSKE USLUGE D.O.O.;CORP_10;71643.34;71643.34;1435636;1435636;OK
RBAL;766111;3;Corporates;PORTOBELLO SHPK;CORP_10;3661185.936;3661185.936;766111;766111;OK
RBHU;707466;3;Corporates;Schwarzm¿ller J¿rm¿gy¿rt¿ ¿s Keresk-edelmi Kft.;CORP_10;9346827.166;9346827.166;707466;707466;OK
RBRU;1494656;6;Small Medium Business (SMB);OOO MOL-TREID;SME_10;82133.18011;82133.18011;1494656;1494656;OK
RBRS;1257895;3;Corporates;TOP KALOR DOO SMEDEREVO;CORP_10;0.335230101;0.335230101;1257895;1257895;OK
AVAL;455178;6;Small Medium Business (SMB);"TOV ""Alfa""";SME_10;194650.729;194650.729;455178;455178;OK
RBRU;264704;6;Small Medium Business (SMB);SOKOL OOO;SME_10;104841.6273;104841.6273;264704;;OK
RBRO;601497;6;Small Medium Business (SMB);VICTORIA & MARISCA SRL;SME_10;81832.23357;81832.23357;601497;;OK
TLSK;2036314;6;Small Medium Business (SMB);myLDC, s. r. o.;SME_10;15184.68;15184.68;2036314;2036314;OK
TBSK;667821;18;Specialised Lending Project (excl. Commodity);MT SOLAR s.r.o.;SLOT_PF_6.5;30.17;30.17;;;OK
RBRS;682690;3;Corporates;MINERAL PRO DOO BEOGRAD;CORP_10;8523.5215;8523.5215;682690;682690;OK
RBRO;683997;3;Corporates;NICOL SAT;CORP_10;737.4664109;737.4664109;683997;;OK
RBRO;1975824;6;Small Medium Business (SMB);FIT FOOD SRL;SME_10;405395.9108;405395.9108;1975824;1975824;OK
RFACTOR;1495898;3;Corporates;Huber Erdbewegung & Transport GmbH;CORP_10;185442;185442;1495898;1495898;OK
RLAL;712390;3;Corporates;GAZ POWER AL;CORP_10;1006036.64;1006036.64;712390;;OK
RBAL;204709;6;Small Medium Business (SMB);ENRI SHPK;SME_10;4.902389912;4.902389912;204709;204709;OK
RBRS;812350;3;Corporates;SQUADRA  GROUP DOO;CORP_10;64103.07;64103.07;812350;812350;OK
RBAL;152667;3;Corporates;KURUM INTERNATIONAL SH.A;CORP_10;5885937.86;5885937.86;152667;152667;OK
RLRU;2079760;6;Small Medium Business (SMB);SPETSAVTO OOO;SME_10;186390.8386;186390.8386;2079760;2079760;OK
RBHR;108730;3;Corporates;AUTOEXPERT D. O. O.;CORP_10;330311.8893;330311.8893;108730;108730;OK
RBKO;164836;6;Small Medium Business (SMB);DAFI COMPANY SH.P.K;SME_10;305820.49;305820.49;164836;164836;OK
CASRS;1612596;3;Corporates;AGRO   MIL DOO POJATE   U STECAJU;CORP_10;134196.36;134196.36;1612596;1612596;OK
RBBH;166720;6;Small Medium Business (SMB);SF INZENJERING  DOO TUZLA;SME_10;165995.5415;165995.5415;166720;166720;OK
RBBH;686748;6;Small Medium Business (SMB);BG COMMERCE DOO KOZARSKA DUBICA;SME_10;197238.2722;197238.2722;686748;686748;OK
RBRO;706257;39;Associations;ASOC.FOTBAL CLUB NAT. 2000 BUC;CORP_10;1292.079299;1292.079299;706257;706257;OK
RBRS;118256;3;Corporates;NEW LOG DOO - U STEÈAJU;CORP_10;255748.2626;255748.2626;118256;118256;OK
AVAL;1875492;6;Small Medium Business (SMB);SELIANSKE (FERMERSKE) HOSPODARSTVO-Selianske (Fermerske) Hospodarstvo;SME_10;182528.2834;182528.2834;1875492;1875492;OK
TLSK;90796;3;Corporates;VAHOSTAV - SK, a.s.;CORP_10;38786.36;38786.36;90796;;OK
AVAL;1888731;3;Corporates;"TOV ""Budivelno-montazh.pidp.""Mriia""";CORP_10;104229.804;104229.804;1888731;1888731;OK
RBRO;465236;6;Small Medium Business (SMB);ALPACINO IMPEX;SME_10;70.99100921;70.99100921;;;OK
RBBH;935200;6;Small Medium Business (SMB);GAME DOO TOMISLAVGRAD;SME_10;18279.7329;18279.7329;935200;935200;OK
RBI;163453;3;Corporates;Leaf Tobacco A. Michailides S.A.;CORP_10;3056810.76;3056810.76;163453;163453;OK
RBRO;442329;3;Corporates;TRADIGREIN SRL;CORP_10;248.804057;248.804057;442329;442329;OK
RBBH;1339316;6;Small Medium Business (SMB);PERPER DOO SLATINA LAKTASI;SME_10;152.8762725;152.8762725;;;OK
RBHU;127919;3;Corporates;Perkons DHÕ Dunaújvárosi Hõszolgált-ató Kft.;CORP_10;838.5347366;838.5347366;127919;127919;OK
RBAL;533755;6;Small Medium Business (SMB);ARGO-SHPK;SME_10;8.7542677;8.7542677;533755;;OK
RBRU;779971;6;Small Medium Business (SMB);SEYK OOO;SME_10;39930.0195;39930.0195;779971;;OK
RBRUFIN;71348;12;Central Goverment;Russia, Federation of;SOV_10;10496183.11;10496183.11;;;OK
RBBH;692309;3;Corporates;TOP COMMERCE DOO BANJA LUKA;CORP_10;763.1644877;763.1644877;692309;692309;OK
RBHU;1053152;3;Corporates;Highclass Sales Kft.;CORP_10;0.030658318;0.030658318;1053152;1053152;OK
AVAL;1239741;3;Corporates;"TOV ""Slovianska Khokhlushka""";CORP_10;3417.957175;3417.957175;1239741;1239741;OK
RBRS;119188;3;Corporates;ATLAS AMBASADOR DOO BEOGRAD - U ST-ÈAJU;CORP_10;3.61354694;3.61354694;119188;119188;OK
RBRS;119327;3;Corporates;MONTERRA DOO BEOGRAD   U STECAJU;CORP_10;4999.556771;4999.556771;119327;;OK
AVAL;219717;3;Corporates;"TOV ""Preobrazhenske""";CORP_10;2593593.872;2593593.872;219717;219717;OK
RPL;712103;3;Corporates;GEMMA Szolg¿ltat¿ ¿s Kereskedelmi B-et¿ti T¿rsas¿g;CORP_10;646.7939978;646.7939978;712103;712103;OK
RBHR;1030981;6;Small Medium Business (SMB);VENUS D.O.O.;SME_10;31189.85997;31189.85997;1030981;1030981;OK
RBAL;528118;3;Corporates;DISTILERIA DURRES 2010 SHPK;CORP_10;1225804.901;1225804.901;528118;;OK
RBHR;1063628;6;Small Medium Business (SMB);PAPIRUS GRUPA D.O.O.;SME_10;927.9335058;927.9335058;1063628;1063628;OK
AVAL;2029216;6;Small Medium Business (SMB);"PP ""Hidro-Start""";SME_10;15388.76151;15388.76151;2029216;2029216;OK
RBBY;705037;6;Small Medium Business (SMB);SOVAVTO-MINSK ZAO;SME_10;14263.16;14263.16;705037;705037;OK
RBBY;487471;6;Small Medium Business (SMB);BOVICON CHUP;SME_10;37336.65462;37336.65462;487471;487471;OK
RBHU;665775;18;Specialised Lending Project (excl. Commodity);Penates Holding Korlátolt Felelõssé-gû Társaság;SLOT_PF_6.5;273678.7279;273678.7279;665775;;OK
RBBY;1612908;6;Small Medium Business (SMB);'LIGNAMI' OOO;SME_10;97019.3699;97019.3699;1612908;1612908;OK
RBRO;957226;6;Small Medium Business (SMB);ANDRA-HOUSE INVESTMENT SRL;SME_10;210.6637034;210.6637034;957226;957226;OK
RBRO;920936;6;Small Medium Business (SMB);IMPULSE TRANSPORT SI LOGISTICA SRL;SME_10;13.66186787;13.66186787;;920936;ERROR
RBRO;1212092;6;Small Medium Business (SMB);SUN AGRO PROD AAS SRL;SME_10;80;80;1212092;1212092;OK
AVAL;216554;6;Small Medium Business (SMB);"TOV ""Vovchanskyi Mizhraiahropostach";SME_10;192706.8072;192706.8072;216554;216554;OK
RBRO;756277;6;Small Medium Business (SMB);GROZAV JUNIOR SRL;SME_10;2783.196283;2783.196283;756277;756277;OK
RBHU;1874608;3;Corporates;AFLO EUROPE Korlátolt Felelõsségû T-ársaság;CORP_10;95.66918625;95.66918625;1874608;1874608;OK
CASRS;715599;34;Other Administrative Body or Non-Commercial Undertaking;FOND ZA RAZVOJ;CORP_10;215358.3833;215358.3833;715599;715599;OK
RBRO;956895;6;Small Medium Business (SMB);TEM CONSTRUCTIONS SRL;SME_10;10332.87413;10332.87413;956895;956895;OK
AVAL;1042583;3;Corporates;"TOV ""Khask""";CORP_10;1046881.305;1046881.305;1042583;1042583;OK
RLCZ;1062460;6;Small Medium Business (SMB);BoMa Trans, s.r.o.;SME_10;14227.34;14227.34;1062460;1062460;OK
RBRU;1542155;3;Corporates;EYKOTRANS S OOO;CORP_10;1350939.83;1350939.83;1542155;1542155;OK
RLCZ;1633086;3;Corporates;MANTA COMMODITIES SE;CORP_10;15092.99387;15092.99387;1633086;1633086;OK
RBRU;664667;6;Small Medium Business (SMB);AVTOGARANT OBSHCHESTVO S OGRANICHEN-NOI OTVETSTVENNOSTYU;SME_10;11403.59335;11403.59335;664667;;OK
TBSK;1225206;6;Small Medium Business (SMB);GASTROTOP BYTCA, s.r.o.;SME_10;204598.66;204598.66;1225206;1225206;OK
AVAL;219520;6;Small Medium Business (SMB);Kornats'kyi Oleksii Volodymyro;SME_10;10.26931272;10.26931272;;;OK
RBHR;1031498;6;Small Medium Business (SMB);VIKING D.O.O.;SME_10;114644.5757;114644.5757;1031498;1031498;OK
AVAL;216844;3;Corporates;"TOV ""AMPIR""-TOV ""Ampir""";CORP_10;573948.5219;573948.5219;216844;216844;OK
RBHU;440473;3;Corporates;M.T.B. Invest Befektetõ és Tanácsad-ó Zártkörûen Mûködõ Részvénytársasá;CORP_10;23.42958935;23.42958935;440473;440473;OK
AVAL;537454;3;Corporates;"TOV""Silskohospodarskyi koop.""Vostok";CORP_10;1024716.213;1024716.213;537454;537454;OK
AVAL;1231343;3;Corporates;"TOV""Torhivelna Kompaniya Nova Treid";CORP_10;252455.136;252455.136;1231343;1231343;OK
RBBH;726056;6;Small Medium Business (SMB);JERKOVIC DOO BIJAKOVICI CITLUK;SME_10;241046.2259;241046.2259;726056;726056;OK
RBBY;524553;6;Small Medium Business (SMB);ZM-TORG CHP;SME_10;35791.26081;35791.26081;524553;524553;OK
RLCZ;914216;6;Small Medium Business (SMB);1155 Group s.r.o.;SME_10;92408.73;92408.73;914216;914216;OK
RBAL;645372;3;Corporates;EUROPA PARK SHA;CORP_10;2203.849076;2203.849076;645372;645372;OK
AVAL;1231436;6;Small Medium Business (SMB);"FH ""Zhytnytsia Pivdnia""";SME_10;111684.6704;111684.6704;1231436;1231436;OK
RBBH;1257761;6;Small Medium Business (SMB);NTH MEDIA DOO SARAJEVO;SME_10;177.5972349;177.5972349;;;OK
RBBY;631041;3;Corporates;ZOV-STOUN ZAO;CORP_10;2345.105944;2345.105944;631041;631041;OK
RBRO;775128;3;Corporates;GRAINS & MORE S.R.L;CORP_10;123056.8815;123056.8815;775128;775128;OK
RBRO;151329;6;Small Medium Business (SMB);CONIS STAR SRL;SME_10;264.2165876;264.2165876;151329;151329;OK
TLSK;1040550;3;Corporates;ESIN construction, a. s.;CORP_10;108257.11;108257.11;1040550;1040550;OK
RLHR;108248;3;Corporates;TTI D.O.O.;CORP_10;78260.71;78260.71;108248;108248;OK
AVAL;1779268;6;Small Medium Business (SMB);"TOV ""VK Profi""";SME_10;161116.7838;161116.7838;1779268;1779268;OK
AVAL;1565930;3;Corporates;FOP Soloviov Vitalii Anatoliiovych;CORP_10;598.1874659;598.1874659;1565930;1565930;OK
RBBH;167440;3;Corporates;SEMBERIJA TRANSPORT AD BIJELJINA;CORP_10;192001.0942;192001.0942;167440;167440;OK
TBSK;290324;3;Corporates;Slovenska zeleznicna dopravna spol.;CORP_10;185.21;185.21;290324;290324;OK
RBRO;535855;6;Small Medium Business (SMB);ABELARO COM SRL;SME_10;1.761794121;1.761794121;;;OK
ALEASS;710449;6;Small Medium Business (SMB);V.M. VAS MINING S.R.L.;SME_10;17213;17213;710449;;OK
RBRO;796794;6;Small Medium Business (SMB);MACBROS LOGISTICS SRL;SME_10;943.4132247;943.4132247;796794;796794;OK
RBRO;137550;4;Government-Owned Commercial Undertaking;CET ARAD SA;CORP_10;242.337688;242.337688;137550;137550;OK
ALEASS;702463;6;Small Medium Business (SMB);STUDIO ROLFO E MACAGNO & C.;SME_10;183982.88;183982.88;702463;702463;OK
RBBY;875198;6;Small Medium Business (SMB);OOO 'FRUT STAR';SME_10;99863.28715;99863.28715;875198;875198;OK
AVAL;657225;6;Small Medium Business (SMB);"PRYVATNE SGP ""DRUZHBA""";SME_10;147999.4831;147999.4831;657225;657225;OK
RBRO;888248;6;Small Medium Business (SMB);PRODAFUM SRL;SME_10;41.27891707;41.27891707;888248;888248;OK
TLSK;101623;6;Small Medium Business (SMB);ITALSLOVA, spol. s r.o.;SME_10;7579.49;7579.49;;;OK
RLRS;290519;6;Small Medium Business (SMB);BOZIÆ-TRANSPORT  DOO NOVI SAD;SME_10;45829.25;45829.25;290519;290519;OK
TBSK;1504502;3;Corporates;NOVARES Group SAS;CORP_10;1395286.9;1395286.9;1504502;1504502;OK
TLSK;1905910;6;Small Medium Business (SMB);JTSUPERVISING s.r.o.;SME_10;26754.11;26754.11;1905910;1905910;OK
RBCZ;1633086;3;Corporates;MANTA COMMODITIES SE;CORP_10;107414.7815;107414.7815;1633086;1633086;OK
TLSK;751130;3;Corporates;MFC BUS s. r. o.;CORP_10;156842.3;156842.3;751130;751130;OK
RBRU;1459605;6;Small Medium Business (SMB);STROI-P OOO;SME_10;106773.1161;106773.1161;1459605;1459605;OK
RBI;167628;3;Corporates;Schlemmer GmbH;CORP_10;5116991.2;5116991.2;167628;167628;OK
RBHR;496748;3;Corporates;EVOLEN D.O.O.;CORP_10;159092.6511;159092.6511;496748;496748;OK
RBHU;2080259;6;Small Medium Business (SMB);MIXED GOODS Korlátolt Felelõsségû T-ársaság;SME_10;152567.2851;152567.2851;2080259;2080259;OK
RBRU;432413;6;Small Medium Business (SMB);EZHAK-S OOO;SME_10;326510.4897;326510.4897;432413;432413;OK
RBBH;166071;6;Small Medium Business (SMB);COMACO TRADING DOO SARAJEVO;SME_10;103384.1847;103384.1847;166071;166071;OK
RBI;744161;3;Corporates;Schneider Versand GmbH;CORP_10;49681.2;49681.2;744161;744161;OK
AVAL;558540;3;Corporates;"FH ""Yukos i K""";CORP_10;648562.8116;648562.8116;558540;558540;OK
RLAL;153526;3;Corporates;SHEGA-TRANS SHA;CORP_10;14630.51;14630.51;153526;153526;OK
AVAL;216543;6;Small Medium Business (SMB);NEMANYKHYN OLEH VLADYMYROVYCH;SME_10;54348.078;54348.078;216543;;OK
TBSK;181205;6;Small Medium Business (SMB);"INTERTREND, s.r.o. ""v konkurze""";SME_10;58549.37;58549.37;181205;;OK
RLCZ;1862418;6;Small Medium Business (SMB);NIRO TRAVEL, s.r.o. ;SME_10;193170.14;193170.14;1862418;1862418;OK
RBBH;223305;3;Corporates;DGR DOO BANJA LUKA;CORP_10;400804.9626;400804.9626;223305;223305;OK
RBRU;1219215;6;Small Medium Business (SMB);OOO PP;SME_10;256129.6317;256129.6317;1219215;1219215;OK
RBBH;1443852;6;Small Medium Business (SMB);G P B DOO CITLUK;SME_10;176279.9221;176279.9221;1443852;1443852;OK
RBRU;877763;6;Small Medium Business (SMB);METALTEKHPROEKT OBSHCHESTVO S OGRAN-ICHENNOI OTVETSTVENNOSTYU;SME_10;823074.1153;823074.1153;877763;877763;OK
